,0,1
0,86.23782876843505,-20.235943949955313
1,32.96348569245735,14.505453035508651
2,37.6277080053686,-1.7153191649331696
3,33.94138026926885,-1.8172957466665984
4,31.75793345340574,23.56601664296759
5,23.96907201884856,8.321848919889904
6,32.80838243011464,8.532240805605698
7,30.084509374669743,-1.8745414726169407
8,28.648472448022837,5.1728648225541
9,19.586299969341297,-2.5973681508139372
10,27.307783549395857,-4.728372025411966
11,24.442295452815706,4.485290085039938
12,22.83386329711203,16.51782066103789
13,24.3501497322862,2.371155651847669
14,22.80952399534423,-0.12218110940510944
15,19.588059885041563,-5.776182939866932
16,26.600502597588456,-9.836213085239736
17,34.981169084886936,-22.914627531324374
18,17.804989886280755,6.76869084063875
19,23.339222086701042,4.146747222985828
20,19.659361250073665,12.451318973959353
21,15.788425244560708,9.388819483380798
22,15.435916007033983,8.187360767950356
23,15.461383277200675,-5.357503891944768
24,16.41975351534531,-5.010939338321027
25,15.604935577258617,12.677773742283941
26,15.780055094128384,12.992821560813757
27,17.231946627104353,10.754157523595733
28,14.97230734495441,0.645029630995513
29,13.849865537432184,-4.647752478614705
30,14.261988111779692,5.598912213232419
31,13.132941807722759,-4.163941248879798
32,14.70196457434421,9.058686573690705
33,16.299771768576125,-6.413791005912613
34,16.785782625361175,-5.96810836949034
35,12.74591231074909,-4.327494119813684
36,12.653122540531738,-4.478896153958459
37,14.476622512635437,-4.481306198120052
38,12.903283514471894,-4.025143744317322
39,12.746350114502084,4.034100465642168
40,13.795620187946403,-4.565114376216415
41,13.817447176408146,12.098026564124039
42,12.512853445565975,4.09180021695242
43,11.250921234044535,-3.8604061597208275
44,14.228039795402006,-5.593691719050373
45,12.26528748915638,8.473420156962508
46,10.09216719786329,3.5096922270395687
47,22.97377725692005,-13.624227840146059
48,10.76620496585455,0.17939277576501697
49,11.43004745554186,6.015395677399439
50,9.803875411545915,5.94981474409406
51,10.276214542365324,-3.4275581621831424
52,10.841830208059909,4.596929916115855
53,10.648851789797357,3.0541034339635367
54,13.456161876340573,-4.149575312549556
55,11.653834937067838,-4.098251747138926
56,11.62433604653137,-3.907126350501106
57,9.123974466796337,4.28086588463897
58,9.987731814865668,7.096516004989912
59,10.380577857075034,0.019165828231282992
60,9.79891836620608,-3.8798275639129893
61,9.046556870465757,-3.1029954570132037
62,8.475305233980093,-2.716770448090531
